"ROUTE","Route of Travel","TLIST(Q1)","Quarter","STATISTIC","Statistic Label","UNIT","VALUE"
"01","Air Cross Channel","19971","1997Q1","TMQ01C1","Visitors to Ireland","Thousand","440"
"01","Air Cross Channel","19971","1997Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","365"
"01","Air Cross Channel","19972","1997Q2","TMQ01C1","Visitors to Ireland","Thousand","613"
"01","Air Cross Channel","19972","1997Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","397"
"01","Air Cross Channel","19973","1997Q3","TMQ01C1","Visitors to Ireland","Thousand","700"
"01","Air Cross Channel","19973","1997Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","437"
"01","Air Cross Channel","19974","1997Q4","TMQ01C1","Visitors to Ireland","Thousand","552"
"01","Air Cross Channel","19974","1997Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","372"
"01","Air Cross Channel","19981","1998Q1","TMQ01C1","Visitors to Ireland","Thousand","495"
"01","Air Cross Channel","19981","1998Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","367"
"01","Air Cross Channel","19982","1998Q2","TMQ01C1","Visitors to Ireland","Thousand","666"
"01","Air Cross Channel","19982","1998Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","418"
"01","Air Cross Channel","19983","1998Q3","TMQ01C1","Visitors to Ireland","Thousand","794"
"01","Air Cross Channel","19983","1998Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","457"
"01","Air Cross Channel","19984","1998Q4","TMQ01C1","Visitors to Ireland","Thousand","615"
"01","Air Cross Channel","19984","1998Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","399"
"01","Air Cross Channel","19991","1999Q1","TMQ01C1","Visitors to Ireland","Thousand","580"
"01","Air Cross Channel","19991","1999Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","401"
"01","Air Cross Channel","19992","1999Q2","TMQ01C1","Visitors to Ireland","Thousand","744"
"01","Air Cross Channel","19992","1999Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","411"
"01","Air Cross Channel","19993","1999Q3","TMQ01C1","Visitors to Ireland","Thousand","859"
"01","Air Cross Channel","19993","1999Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","423"
"01","Air Cross Channel","19994","1999Q4","TMQ01C1","Visitors to Ireland","Thousand","654"
"01","Air Cross Channel","19994","1999Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","383"
"01","Air Cross Channel","20001","2000Q1","TMQ01C1","Visitors to Ireland","Thousand","613"
"01","Air Cross Channel","20001","2000Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","363"
"01","Air Cross Channel","20002","2000Q2","TMQ01C1","Visitors to Ireland","Thousand","782"
"01","Air Cross Channel","20002","2000Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","404"
"01","Air Cross Channel","20003","2000Q3","TMQ01C1","Visitors to Ireland","Thousand","928"
"01","Air Cross Channel","20003","2000Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","421"
"01","Air Cross Channel","20004","2000Q4","TMQ01C1","Visitors to Ireland","Thousand","724"
"01","Air Cross Channel","20004","2000Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","388"
"01","Air Cross Channel","20011","2001Q1","TMQ01C1","Visitors to Ireland","Thousand","600"
"01","Air Cross Channel","20011","2001Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","358"
"01","Air Cross Channel","20012","2001Q2","TMQ01C1","Visitors to Ireland","Thousand","754"
"01","Air Cross Channel","20012","2001Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","416"
"01","Air Cross Channel","20013","2001Q3","TMQ01C1","Visitors to Ireland","Thousand","894"
"01","Air Cross Channel","20013","2001Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","466"
"01","Air Cross Channel","20014","2001Q4","TMQ01C1","Visitors to Ireland","Thousand","722"
"01","Air Cross Channel","20014","2001Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","430"
"01","Air Cross Channel","20021","2002Q1","TMQ01C1","Visitors to Ireland","Thousand","668"
"01","Air Cross Channel","20021","2002Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","432"
"01","Air Cross Channel","20022","2002Q2","TMQ01C1","Visitors to Ireland","Thousand","762"
"01","Air Cross Channel","20022","2002Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","439"
"01","Air Cross Channel","20023","2002Q3","TMQ01C1","Visitors to Ireland","Thousand","898"
"01","Air Cross Channel","20023","2002Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","492"
"01","Air Cross Channel","20024","2002Q4","TMQ01C1","Visitors to Ireland","Thousand","744"
"01","Air Cross Channel","20024","2002Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","463"
"01","Air Cross Channel","20031","2003Q1","TMQ01C1","Visitors to Ireland","Thousand","673"
"01","Air Cross Channel","20031","2003Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","428"
"01","Air Cross Channel","20032","2003Q2","TMQ01C1","Visitors to Ireland","Thousand","826"
"01","Air Cross Channel","20032","2003Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","427"
"01","Air Cross Channel","20033","2003Q3","TMQ01C1","Visitors to Ireland","Thousand","957"
"01","Air Cross Channel","20033","2003Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","476"
"01","Air Cross Channel","20034","2003Q4","TMQ01C1","Visitors to Ireland","Thousand","797"
"01","Air Cross Channel","20034","2003Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","494"
"01","Air Cross Channel","20041","2004Q1","TMQ01C1","Visitors to Ireland","Thousand","743"
"01","Air Cross Channel","20041","2004Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","485"
"01","Air Cross Channel","20042","2004Q2","TMQ01C1","Visitors to Ireland","Thousand","861"
"01","Air Cross Channel","20042","2004Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","485"
"01","Air Cross Channel","20043","2004Q3","TMQ01C1","Visitors to Ireland","Thousand","967"
"01","Air Cross Channel","20043","2004Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","514"
"01","Air Cross Channel","20044","2004Q4","TMQ01C1","Visitors to Ireland","Thousand","841"
"01","Air Cross Channel","20044","2004Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","498"
"01","Air Cross Channel","20051","2005Q1","TMQ01C1","Visitors to Ireland","Thousand","767"
"01","Air Cross Channel","20051","2005Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","526"
"01","Air Cross Channel","20052","2005Q2","TMQ01C1","Visitors to Ireland","Thousand","876"
"01","Air Cross Channel","20052","2005Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","588"
"01","Air Cross Channel","20053","2005Q3","TMQ01C1","Visitors to Ireland","Thousand","1055"
"01","Air Cross Channel","20053","2005Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","566"
"01","Air Cross Channel","20054","2005Q4","TMQ01C1","Visitors to Ireland","Thousand","897"
"01","Air Cross Channel","20054","2005Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","535"
"01","Air Cross Channel","20061","2006Q1","TMQ01C1","Visitors to Ireland","Thousand","839"
"01","Air Cross Channel","20061","2006Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","559"
"01","Air Cross Channel","20062","2006Q2","TMQ01C1","Visitors to Ireland","Thousand","1029"
"01","Air Cross Channel","20062","2006Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","581"
"01","Air Cross Channel","20063","2006Q3","TMQ01C1","Visitors to Ireland","Thousand","1120"
"01","Air Cross Channel","20063","2006Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","550"
"01","Air Cross Channel","20064","2006Q4","TMQ01C1","Visitors to Ireland","Thousand","912"
"01","Air Cross Channel","20064","2006Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","562"
"01","Air Cross Channel","20071","2007Q1","TMQ01C1","Visitors to Ireland","Thousand","767"
"01","Air Cross Channel","20071","2007Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","600"
"01","Air Cross Channel","20072","2007Q2","TMQ01C1","Visitors to Ireland","Thousand","985"
"01","Air Cross Channel","20072","2007Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","578"
"01","Air Cross Channel","20073","2007Q3","TMQ01C1","Visitors to Ireland","Thousand","1102"
"01","Air Cross Channel","20073","2007Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","574"
"01","Air Cross Channel","20074","2007Q4","TMQ01C1","Visitors to Ireland","Thousand","901"
"01","Air Cross Channel","20074","2007Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","604"
"01","Air Cross Channel","20081","2008Q1","TMQ01C1","Visitors to Ireland","Thousand","822"
"01","Air Cross Channel","20081","2008Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","642"
"01","Air Cross Channel","20082","2008Q2","TMQ01C1","Visitors to Ireland","Thousand","960"
"01","Air Cross Channel","20082","2008Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","609"
"01","Air Cross Channel","20083","2008Q3","TMQ01C1","Visitors to Ireland","Thousand","1065"
"01","Air Cross Channel","20083","2008Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","613"
"01","Air Cross Channel","20084","2008Q4","TMQ01C1","Visitors to Ireland","Thousand","843"
"01","Air Cross Channel","20084","2008Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","604"
"02","Sea Cross Channel","19851","1985Q1","TMQ01C1","Visitors to Ireland","Thousand","101"
"02","Sea Cross Channel","19851","1985Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","75"
"02","Sea Cross Channel","19852","1985Q2","TMQ01C1","Visitors to Ireland","Thousand","224"
"02","Sea Cross Channel","19852","1985Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","130"
"02","Sea Cross Channel","19853","1985Q3","TMQ01C1","Visitors to Ireland","Thousand","422"
"02","Sea Cross Channel","19853","1985Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","216"
"02","Sea Cross Channel","19854","1985Q4","TMQ01C1","Visitors to Ireland","Thousand","149"
"02","Sea Cross Channel","19854","1985Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","91"
"02","Sea Cross Channel","19861","1986Q1","TMQ01C1","Visitors to Ireland","Thousand","110"
"02","Sea Cross Channel","19861","1986Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","76"
"02","Sea Cross Channel","19862","1986Q2","TMQ01C1","Visitors to Ireland","Thousand","200"
"02","Sea Cross Channel","19862","1986Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","117"
"02","Sea Cross Channel","19863","1986Q3","TMQ01C1","Visitors to Ireland","Thousand","361"
"02","Sea Cross Channel","19863","1986Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","215"
"02","Sea Cross Channel","19864","1986Q4","TMQ01C1","Visitors to Ireland","Thousand","129"
"02","Sea Cross Channel","19864","1986Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","86"
"02","Sea Cross Channel","19871","1987Q1","TMQ01C1","Visitors to Ireland","Thousand","90"
"02","Sea Cross Channel","19871","1987Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","65"
"02","Sea Cross Channel","19872","1987Q2","TMQ01C1","Visitors to Ireland","Thousand","212"
"02","Sea Cross Channel","19872","1987Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","122"
"02","Sea Cross Channel","19873","1987Q3","TMQ01C1","Visitors to Ireland","Thousand","352"
"02","Sea Cross Channel","19873","1987Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","204"
"02","Sea Cross Channel","19874","1987Q4","TMQ01C1","Visitors to Ireland","Thousand","133"
"02","Sea Cross Channel","19874","1987Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","97"
"02","Sea Cross Channel","19881","1988Q1","TMQ01C1","Visitors to Ireland","Thousand","102"
"02","Sea Cross Channel","19881","1988Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","63"
"02","Sea Cross Channel","19882","1988Q2","TMQ01C1","Visitors to Ireland","Thousand","208"
"02","Sea Cross Channel","19882","1988Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","89"
"02","Sea Cross Channel","19883","1988Q3","TMQ01C1","Visitors to Ireland","Thousand","373"
"02","Sea Cross Channel","19883","1988Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","183"
"02","Sea Cross Channel","19884","1988Q4","TMQ01C1","Visitors to Ireland","Thousand","142"
"02","Sea Cross Channel","19884","1988Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","74"
"02","Sea Cross Channel","19891","1989Q1","TMQ01C1","Visitors to Ireland","Thousand","133"
"02","Sea Cross Channel","19891","1989Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","64"
"02","Sea Cross Channel","19892","1989Q2","TMQ01C1","Visitors to Ireland","Thousand","225"
"02","Sea Cross Channel","19892","1989Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","88"
"02","Sea Cross Channel","19893","1989Q3","TMQ01C1","Visitors to Ireland","Thousand","406"
"02","Sea Cross Channel","19893","1989Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","187"
"02","Sea Cross Channel","19894","1989Q4","TMQ01C1","Visitors to Ireland","Thousand","158"
"02","Sea Cross Channel","19894","1989Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","72"
"02","Sea Cross Channel","19901","1990Q1","TMQ01C1","Visitors to Ireland","Thousand","107"
"02","Sea Cross Channel","19901","1990Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","54"
"02","Sea Cross Channel","19902","1990Q2","TMQ01C1","Visitors to Ireland","Thousand","276"
"02","Sea Cross Channel","19902","1990Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","107"
"02","Sea Cross Channel","19903","1990Q3","TMQ01C1","Visitors to Ireland","Thousand","453"
"02","Sea Cross Channel","19903","1990Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","173"
"02","Sea Cross Channel","19904","1990Q4","TMQ01C1","Visitors to Ireland","Thousand","169"
"02","Sea Cross Channel","19904","1990Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","74"
"02","Sea Cross Channel","19911","1991Q1","TMQ01C1","Visitors to Ireland","Thousand","126"
"02","Sea Cross Channel","19911","1991Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","74"
"02","Sea Cross Channel","19912","1991Q2","TMQ01C1","Visitors to Ireland","Thousand","290"
"02","Sea Cross Channel","19912","1991Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","114"
"02","Sea Cross Channel","19913","1991Q3","TMQ01C1","Visitors to Ireland","Thousand","467"
"02","Sea Cross Channel","19913","1991Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","197"
"02","Sea Cross Channel","19914","1991Q4","TMQ01C1","Visitors to Ireland","Thousand","177"
"02","Sea Cross Channel","19914","1991Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","87"
"02","Sea Cross Channel","19921","1992Q1","TMQ01C1","Visitors to Ireland","Thousand","121"
"02","Sea Cross Channel","19921","1992Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","70"
"02","Sea Cross Channel","19922","1992Q2","TMQ01C1","Visitors to Ireland","Thousand","301"
"02","Sea Cross Channel","19922","1992Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","117"
"02","Sea Cross Channel","19923","1992Q3","TMQ01C1","Visitors to Ireland","Thousand","462"
"02","Sea Cross Channel","19923","1992Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","200"
"02","Sea Cross Channel","19924","1992Q4","TMQ01C1","Visitors to Ireland","Thousand","179"
"02","Sea Cross Channel","19924","1992Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","98"
"02","Sea Cross Channel","19931","1993Q1","TMQ01C1","Visitors to Ireland","Thousand","134"
"02","Sea Cross Channel","19931","1993Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","74"
"02","Sea Cross Channel","19932","1993Q2","TMQ01C1","Visitors to Ireland","Thousand","317"
"02","Sea Cross Channel","19932","1993Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","121"
"02","Sea Cross Channel","19933","1993Q3","TMQ01C1","Visitors to Ireland","Thousand","504"
"02","Sea Cross Channel","19933","1993Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","213"
"02","Sea Cross Channel","19934","1993Q4","TMQ01C1","Visitors to Ireland","Thousand","215"
"02","Sea Cross Channel","19934","1993Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","118"
"02","Sea Cross Channel","19941","1994Q1","TMQ01C1","Visitors to Ireland","Thousand","173"
"02","Sea Cross Channel","19941","1994Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","93"
"02","Sea Cross Channel","19942","1994Q2","TMQ01C1","Visitors to Ireland","Thousand","323"
"02","Sea Cross Channel","19942","1994Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","134"
"02","Sea Cross Channel","19943","1994Q3","TMQ01C1","Visitors to Ireland","Thousand","527"
"02","Sea Cross Channel","19943","1994Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","212"
"02","Sea Cross Channel","19944","1994Q4","TMQ01C1","Visitors to Ireland","Thousand","202"
"02","Sea Cross Channel","19944","1994Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","113"
"02","Sea Cross Channel","19951","1995Q1","TMQ01C1","Visitors to Ireland","Thousand","162"
"02","Sea Cross Channel","19951","1995Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","66"
"02","Sea Cross Channel","19952","1995Q2","TMQ01C1","Visitors to Ireland","Thousand","383"
"02","Sea Cross Channel","19952","1995Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","140"
"02","Sea Cross Channel","19953","1995Q3","TMQ01C1","Visitors to Ireland","Thousand","613"
"02","Sea Cross Channel","19953","1995Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","198"
"02","Sea Cross Channel","19954","1995Q4","TMQ01C1","Visitors to Ireland","Thousand","236"
"02","Sea Cross Channel","19954","1995Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","107"
"02","Sea Cross Channel","19961","1996Q1","TMQ01C1","Visitors to Ireland","Thousand","171"
"02","Sea Cross Channel","19961","1996Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","51"
"02","Sea Cross Channel","19962","1996Q2","TMQ01C1","Visitors to Ireland","Thousand","439"
"02","Sea Cross Channel","19962","1996Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","124"
"02","Sea Cross Channel","19963","1996Q3","TMQ01C1","Visitors to Ireland","Thousand","620"
"02","Sea Cross Channel","19963","1996Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","189"
"02","Sea Cross Channel","19964","1996Q4","TMQ01C1","Visitors to Ireland","Thousand","246"
"02","Sea Cross Channel","19964","1996Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","93"
"02","Sea Cross Channel","19971","1997Q1","TMQ01C1","Visitors to Ireland","Thousand","199"
"02","Sea Cross Channel","19971","1997Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","69"
"02","Sea Cross Channel","19972","1997Q2","TMQ01C1","Visitors to Ireland","Thousand","443"
"02","Sea Cross Channel","19972","1997Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","127"
"02","Sea Cross Channel","19973","1997Q3","TMQ01C1","Visitors to Ireland","Thousand","707"
"02","Sea Cross Channel","19973","1997Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","190"
"02","Sea Cross Channel","19974","1997Q4","TMQ01C1","Visitors to Ireland","Thousand","286"
"02","Sea Cross Channel","19974","1997Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","106"
"02","Sea Cross Channel","19981","1998Q1","TMQ01C1","Visitors to Ireland","Thousand","205"
"02","Sea Cross Channel","19981","1998Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","70"
"02","Sea Cross Channel","19982","1998Q2","TMQ01C1","Visitors to Ireland","Thousand","521"
"02","Sea Cross Channel","19982","1998Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","129"
"02","Sea Cross Channel","19983","1998Q3","TMQ01C1","Visitors to Ireland","Thousand","728"
"02","Sea Cross Channel","19983","1998Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","189"
"02","Sea Cross Channel","19984","1998Q4","TMQ01C1","Visitors to Ireland","Thousand","299"
"02","Sea Cross Channel","19984","1998Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","101"
"02","Sea Cross Channel","19991","1999Q1","TMQ01C1","Visitors to Ireland","Thousand","207"
"02","Sea Cross Channel","19991","1999Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","69"
"02","Sea Cross Channel","19992","1999Q2","TMQ01C1","Visitors to Ireland","Thousand","523"
"02","Sea Cross Channel","19992","1999Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","133"
"02","Sea Cross Channel","19993","1999Q3","TMQ01C1","Visitors to Ireland","Thousand","667"
"02","Sea Cross Channel","19993","1999Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","169"
"02","Sea Cross Channel","19994","1999Q4","TMQ01C1","Visitors to Ireland","Thousand","280"
"02","Sea Cross Channel","19994","1999Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","83"
"02","Sea Cross Channel","20001","2000Q1","TMQ01C1","Visitors to Ireland","Thousand","194"
"02","Sea Cross Channel","20001","2000Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","71"
"02","Sea Cross Channel","20002","2000Q2","TMQ01C1","Visitors to Ireland","Thousand","468"
"02","Sea Cross Channel","20002","2000Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","112"
"02","Sea Cross Channel","20003","2000Q3","TMQ01C1","Visitors to Ireland","Thousand","631"
"02","Sea Cross Channel","20003","2000Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","156"
"02","Sea Cross Channel","20004","2000Q4","TMQ01C1","Visitors to Ireland","Thousand","224"
"02","Sea Cross Channel","20004","2000Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","75"
"02","Sea Cross Channel","20011","2001Q1","TMQ01C1","Visitors to Ireland","Thousand","157"
"02","Sea Cross Channel","20011","2001Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","63"
"02","Sea Cross Channel","20012","2001Q2","TMQ01C1","Visitors to Ireland","Thousand","369"
"02","Sea Cross Channel","20012","2001Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","107"
"02","Sea Cross Channel","20013","2001Q3","TMQ01C1","Visitors to Ireland","Thousand","552"
"02","Sea Cross Channel","20013","2001Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","178"
"02","Sea Cross Channel","20014","2001Q4","TMQ01C1","Visitors to Ireland","Thousand","235"
"02","Sea Cross Channel","20014","2001Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","90"
"02","Sea Cross Channel","20021","2002Q1","TMQ01C1","Visitors to Ireland","Thousand","193"
"02","Sea Cross Channel","20021","2002Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","71"
"02","Sea Cross Channel","20022","2002Q2","TMQ01C1","Visitors to Ireland","Thousand","389"
"02","Sea Cross Channel","20022","2002Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","110"
"02","Sea Cross Channel","20023","2002Q3","TMQ01C1","Visitors to Ireland","Thousand","544"
"02","Sea Cross Channel","20023","2002Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","153"
"02","Sea Cross Channel","20024","2002Q4","TMQ01C1","Visitors to Ireland","Thousand","209"
"02","Sea Cross Channel","20024","2002Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","80"
"02","Sea Cross Channel","20031","2003Q1","TMQ01C1","Visitors to Ireland","Thousand","152"
"02","Sea Cross Channel","20031","2003Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","72"
"02","Sea Cross Channel","20032","2003Q2","TMQ01C1","Visitors to Ireland","Thousand","362"
"02","Sea Cross Channel","20032","2003Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","116"
"02","Sea Cross Channel","20033","2003Q3","TMQ01C1","Visitors to Ireland","Thousand","539"
"02","Sea Cross Channel","20033","2003Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","147"
"02","Sea Cross Channel","20034","2003Q4","TMQ01C1","Visitors to Ireland","Thousand","208"
"02","Sea Cross Channel","20034","2003Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","72"
"02","Sea Cross Channel","20041","2004Q1","TMQ01C1","Visitors to Ireland","Thousand","136"
"02","Sea Cross Channel","20041","2004Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","65"
"02","Sea Cross Channel","20042","2004Q2","TMQ01C1","Visitors to Ireland","Thousand","358"
"02","Sea Cross Channel","20042","2004Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","103"
"02","Sea Cross Channel","20043","2004Q3","TMQ01C1","Visitors to Ireland","Thousand","512"
"02","Sea Cross Channel","20043","2004Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","138"
"02","Sea Cross Channel","20044","2004Q4","TMQ01C1","Visitors to Ireland","Thousand","186"
"02","Sea Cross Channel","20044","2004Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","78"
"02","Sea Cross Channel","20051","2005Q1","TMQ01C1","Visitors to Ireland","Thousand","151"
"02","Sea Cross Channel","20051","2005Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","73"
"02","Sea Cross Channel","20052","2005Q2","TMQ01C1","Visitors to Ireland","Thousand","297"
"02","Sea Cross Channel","20052","2005Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","85"
"02","Sea Cross Channel","20053","2005Q3","TMQ01C1","Visitors to Ireland","Thousand","467"
"02","Sea Cross Channel","20053","2005Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","118"
"02","Sea Cross Channel","20054","2005Q4","TMQ01C1","Visitors to Ireland","Thousand","170"
"02","Sea Cross Channel","20054","2005Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","59"
"02","Sea Cross Channel","20061","2006Q1","TMQ01C1","Visitors to Ireland","Thousand","116"
"02","Sea Cross Channel","20061","2006Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","54"
"02","Sea Cross Channel","20062","2006Q2","TMQ01C1","Visitors to Ireland","Thousand","289"
"02","Sea Cross Channel","20062","2006Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","90"
"02","Sea Cross Channel","20063","2006Q3","TMQ01C1","Visitors to Ireland","Thousand","418"
"02","Sea Cross Channel","20063","2006Q3","TMQ01C2","Visits Abroad by Irish Residents","Thousand","129"
"02","Sea Cross Channel","20064","2006Q4","TMQ01C1","Visitors to Ireland","Thousand","160"
"02","Sea Cross Channel","20064","2006Q4","TMQ01C2","Visits Abroad by Irish Residents","Thousand","68"
"02","Sea Cross Channel","20071","2007Q1","TMQ01C1","Visitors to Ireland","Thousand","131"
"02","Sea Cross Channel","20071","2007Q1","TMQ01C2","Visits Abroad by Irish Residents","Thousand","53"
"02","Sea Cross Channel","20072","2007Q2","TMQ01C1","Visitors to Ireland","Thousand","289"
"02","Sea Cross Channel","20072","2007Q2","TMQ01C2","Visits Abroad by Irish Residents","Thousand","99"
"02","Sea Cross Channel","20073","2007Q3","TMQ01C1","Visitors to Ireland","Thousand","439"
