Year,Member State,(SE005) Economic size (€'000),(SE010) Total labour input (AWU),(SE011) Labour input (hrs),(SE015) Unpaid labour input (AWU),(SE016) Unpaid labour input (hrs),(SE020) Paid labour input (AWU),(SE021) Paid labour Input (hrs),(SE025) Total Utilised Agricultural Area (ha),(SE026) Arable land (ha),(SE027) Permanent crops (ha),(SE028) Permanent grassland (ha),(SE030) Rented UAA (ha),(SE073) Set aside (ha),(SE074) Total agricultural area out of production (ha),(SE080) Total livestock units (LU),(SE085) Dairy cows (LU),(SE086) Cattle dairy cows (LU),(SE087) Buffalo dairy cows (LU),(SE120) Stocking density (LU/ha),(SE125) Milk yield (kg/cow),(SE126) Milk yield cattle dairy cows (kg/cow),(SE127) Milk yield buffalo dairy cows (kg/cow),(SE131) Total output (€/farm),(SE132) Total output / Total input (ratio),(SE206) Total output livestock & livestock products (€/farm),(SE207) Total livestock output (€/LU),(SE211) Change in value of livestock (€),(SE216) Cows' milk & milk products (€/farm),(SE022) Share of OGA work /AWU (%),(SE256) Other output (€/farm),(SE260) Farmhouse consumption (€),(SE265) Farm use (€),(SE270) Total Inputs (€),(SE275) Total intermediate consumption (€),(SE281) Total specific costs (€),(SE295) Fertilisers (€),(SE309) Specific livestock costs (€/LU),(SE310) Feed for grazing livestock (€),(SE315) Feed for grazing livestock home-grown (€),(SE330) Other livestock specific costs (incl. veterinary expenses) (€/farm),(SE336) Total farming overheads (€),(SE340) Machinery & building current costs (€),(SE345) Energy (€),(SE350) Contract work (€),(SE356) Other direct inputs (€),(SE360) Depreciation (€),(SE365) Total external factors (€),(SE370) Wages paid (€),(SE375) Rent paid (€),(SE380) Interest paid (€),(SE381) Balance of interest paid and received (€),(SE390) Taxes (€),(SE395) VAT balance excluding on investments (€),(SE405) Balance subsidies & taxes on investments (€),(SE406) Subsidies on investments (€),(SE407) Payments to dairy outgoers (€),(SE408) VAT balance on investments (€),(SE409) Subsidies on agricultural investments (€),(SE410) Gross Farm Income (€),(SE415) Farm Net Value Added (€),(SE420) Farm Net Income (€),(SE425) Farm Net Value Added (€/AWU),(SE430) Family Farm Income (€/FWU),(SE436) Total assets (€),"(SE437) Total assets, opening valuation (€)",(SE441) Total fixed assets (€),"(SE446) Land, permanent crops & quotas (€)",(SE450) Buildings (€),(SE455) Machinery and equipment (€),(SE460) Breeding livestock (€),(SE465) Total current assets (€),(SE470) Non-breeding livestock (€),(SE475) Stock of agricultural products (€),(SE476) Inventories (€),(SE480) Other circulating capital (€),(SE485) Total liabilities (€),(SE490) Long & medium-term loans (€),(SE495) Short-term loans (€),(SE501) Net worth (€),(SE506) Change in net worth (€),(SE510) Average farm capital (€),(SE516) Gross Investment on fixed assets (€),(SE521) Net Investment on fixed assets (€),(SE526) Cash Flow 1 (€),(SE530) Cash Flow 2 (€),(SE532) Cash flow / farm total capital (€),(SE600) Balance current subsidies & taxes (€),(SE605) Total subsidies - excluding on investments (€),(SE606) Total direct payments (€),(SE611) Compensatory payments/area payments (€),(SE612) Set aside premiums (€),(SE615) Total subsidies on livestock (€),(SE616) Subsidies dairying (€),(SE618) Subsidies sheep & goats (€),(SE621) Environmental subsidies (€),(SE622) LFA subsidies (€),(SE623) Other rural development payments (€),(SE624) Total support for rural development (€),(SE625) Subsidies on intermediate consumption (€),(SE626) Subsidies on external factors (€),(SE630) Decoupled payments (€),(SE631) Single Farm payment (€),(SE632) Single Area payment (€),(SE640) Additional aid (€),(SE650) Support_Art68 (€),(SE699) Other subsidies (€),(SE700) Total OGA output (€/farm),(SE720) Contractual work services (€),(SE725) Agritourism (€),(SE750) Total specific costs for OGA (€),(SE447) Agricultural land (€/farm),(SE462) Intangible assets (€/farm),(SE332) Veterinary expenses (€/farm),(SE765) Milk processing specific cost (€/farm),(SE766) Cows' milk processing specific cost (€/farm),(SE705) Processing of animals and animals' products (€/farm),(SE730) Other OGA output (€/farm),(SYS02) Farms represented (nb),national_milk_production_tonnes,Total agricultural area / country (ha),Total Dairy Grassland (ha),% Dairy grassland / Total utilised agricultural area (ha),Agricultrual Land Use,percentage_of_total_EU_milk_production,country_code
2009,Bulgaria,15.1,2.3,4254.45,1.45,2678.26,0.85,1576.19,12.71,6.87,0.02,5.82,10.15,0.0,1.12,19.03,13.68,0.0,0.0,1.39,3512.13,,,16587.0,1.05,13181.0,692.6,-550.0,11325.0,,279.0,226.0,2550.0,15738.0,11976.0,8350.0,295.0,404.6500000000001,7107.0,2500.0,569.0,3626.0,546.0,1273.0,630.0,1176.0,1200.0,2562.0,1886.0,369.0,308.0,0.0,94.0,0.0,49.0,49.0,0.0,0.0,0.0,7110.0,5910.0,3397.0,2570.85,1903.54,35826.0,34380.0,22499.0,3218.0,7354.0,3774.0,8153.0,13326.0,1424.0,1759.0,0.0,10144.0,4012.0,2459.0,1553.0,31813.0,1487.0,32228.0,1358.0,157.0,4898.0,3138.0,0.09,2498.0,2592.0,1898.0,0.0,0.0,509.0,508.0,0.0,5.0,12.0,260.0,277.0,370.0,0.0,696.0,0.0,696.0,0.0,0.0,740.0,0.0,97.56,0.0,0.0,3054.0,0.0,0.0,0.0,0.0,0.0,0.0,17253.062906335,828939.5976090963,219286.42953951785,100412.82611486969,45.790715971675844,0.005796072299909246,0.7929146015258574,BGR
2009,Czechia,321.0,11.16,22756.9,1.5,3425.2,9.66,19331.7,282.65,149.31,0.04,133.29,246.34,0.0,0.45,182.78,101.32,0.0,0.0,0.94,6187.57,,,302371.0,0.76,191060.0,1045.29,-2065.0,151417.0,,20778.0,628.0,62826.0,398513.0,257992.0,154061.0,12931.0,657.41,98850.0,61230.0,18764.0,103931.0,24113.0,39422.0,11349.0,29047.0,39713.0,100808.0,87801.0,7052.0,5956.0,0.0,2207.0,0.0,2939.0,2939.0,0.0,0.0,0.0,147402.0,107689.0,9820.0,9646.76,11829.1,993778.0,991694.0,775729.0,74108.0,394397.0,212043.0,95181.0,218050.0,44017.0,31777.0,0.0,142256.0,246261.0,166516.0,79745.0,747517.0,6163.0,922069.0,37175.0,-2538.0,51111.0,7874.0,0.01,103022.0,105229.0,62560.0,142.0,0.0,708.0,0.0,4.0,16369.0,18172.0,185.0,34726.0,5895.0,1419.0,39469.0,0.0,39469.0,0.0,0.0,22828.0,0.0,9087.74,0.0,0.0,60380.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,615639.9497367999,277562.3,130890.78,47.157261630992394,0.10182939109526043,0.5888847713837296,CZE
2009,Denmark,528.7,2.54,4991.72,1.19,2593.56,1.34,2398.16,143.54,133.19,0.0,10.35,36.81,0.0,1.87,231.7,144.08,0.0,0.0,2.16,8385.11,,,531616.0,0.75,391712.0,1690.6,5813.0,353099.0,,24317.0,294.0,101976.0,711209.0,431688.0,306294.0,12398.0,1159.87,219983.0,100021.0,43889.0,125394.0,40059.0,18860.0,44466.0,22010.0,70820.0,208701.0,52025.0,22526.0,134150.0,0.0,6718.0,0.0,105.0,105.0,0.0,0.0,0.0,165698.0,94878.0,-113718.0,37377.29,-95255.21,4203495.0,4340225.0,3803090.0,2711656.0,621078.0,342616.0,127740.0,400405.0,68009.0,92630.0,0.0,239767.0,2801251.0,2714329.0,86922.0,1402244.0,-341797.0,1503577.0,173876.0,103056.0,-40632.0,-4928.0,0.0,65771.0,72489.0,65981.0,49.0,0.0,1103.0,-61.0,1.0,4370.0,47.0,36.0,4453.0,0.0,2116.0,64344.0,64344.0,0.0,0.0,0.0,82.0,0.0,8638.47,172.87,0.0,2412099.0,0.0,0.0,0.0,0.0,0.0,0.0,3873.0,4679074.5108024,555930.4199999999,40085.549999999996,7.210533649157029,0.025819777949909636,4.475725990100739,DNK
2009,Germany,174.7,1.99,4401.93,1.47,3248.94,0.52,1152.99,70.56,37.79,0.01,32.76,47.07,0.41,0.5700000000000001,93.94,53.29,0.0,0.0,1.87,7267.62,,,157376.0,0.96,129766.0,1381.38,1062.0,105952.0,,6730.0,315.0,9239.0,164386.0,111234.0,60530.0,6298.0,483.51,33375.0,8557.0,11266.0,50703.0,13254.0,14203.0,9888.0,13358.0,26969.0,26183.0,11152.0,9544.0,5487.0,0.0,1505.0,1980.0,-1399.0,761.0,0.0,-2160.0,0.0,81298.0,54329.0,26746.0,27273.14,19711.1,744582.0,735000.0,652717.0,401245.0,97133.0,96524.0,57815.0,91864.0,28796.0,3744.0,0.0,59324.0,134721.0,99493.0,35229.0,609860.0,1251.0,341054.0,30530.0,3561.0,52125.0,30916.0,0.04,35156.0,34680.0,26708.0,29.0,0.0,799.0,-21.0,0.0,2908.0,2358.0,31.0,5297.0,1958.0,699.0,25665.0,25665.0,0.0,0.0,0.0,40.0,0.0,2575.81,156.35,0.0,265870.0,0.0,0.0,0.0,0.0,0.0,0.0,62328.0,24139102.729694396,4397863.68,2041865.2799999998,46.42857142857142,0.001604415351046079,23.09003825768901,DEU
2009,Estonia,208.0,6.04,13381.69,1.36,3074.37,4.68,10307.32,252.8,186.13,0.01,66.66,150.01,0.0,2.86,122.11,72.69,0.0,0.0,0.74,7279.16,,,201442.0,0.8300000000000002,124726.0,1021.44,-1288.0,109134.0,,7671.0,1122.0,63941.0,244092.0,153913.0,111691.0,8730.0,741.35,81059.0,61991.0,9212.0,42222.0,10716.0,19785.0,3823.0,7897.0,30679.0,59500.0,45508.0,2606.0,11386.0,0.0,560.0,83.0,10392.0,10429.0,0.0,-38.0,0.0,88910.0,58231.0,9122.0,9637.17,7182.11,556628.0,594007.0,463413.0,57637.0,214473.0,138882.0,52421.0,93215.0,18331.0,39215.0,0.0,35669.0,223476.0,159925.0,63550.0,333153.0,-11593.0,518159.0,21887.0,-8793.0,44504.0,-2771.0,0.0,41380.0,41858.0,29766.0,147.0,0.0,93.0,0.0,1.0,8431.0,2727.0,881.0,12040.0,4.0,49.0,17033.0,0.0,17033.0,0.0,0.0,10623.0,0.0,4128.190000000001,25.72,0.0,41427.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.0,563515.079526,269232.0,70992.9,26.368670886075947,0.09389671361502347,0.539025202831337,EST
2009,Ireland,112.1,1.66,3861.07,1.44,3370.23,0.23,490.85,58.84,8.81,0.01,50.03,13.87,0.01,0.01,111.45,62.98,0.0,0.0,1.95,5153.07,,,114019.0,1.02,101019.0,906.45,2000.0,74633.0,,1713.0,247.0,15623.0,111790.0,85584.0,61770.0,10228.0,446.45,37941.0,15619.0,11814.0,23814.0,7832.0,5521.0,6073.0,4388.0,13325.0,12881.0,4965.0,4255.0,3661.0,0.0,265.0,-547.0,11925.0,14069.0,0.0,-2144.0,0.0,52038.0,38713.0,37757.0,23259.63,26263.59,1313428.0,1446006.0,1230014.0,952431.0,143333.0,61362.0,72889.0,83414.0,33461.0,7044.0,0.0,42909.0,77282.0,69712.0,7570.0,1236146.0,-127505.0,375295.0,18365.0,5040.0,50026.0,28017.0,0.02,23603.0,24415.0,19555.0,2.0,0.0,25.0,10.0,0.0,2571.0,1858.0,258.0,4687.0,0.0,0.0,19529.0,19529.0,0.0,0.0,0.0,173.0,0.0,1299.38,0.0,0.0,913064.0,0.0,0.0,0.0,0.0,0.0,0.0,15590.0,5059584.034674,917315.6000000001,779967.7000000001,85.02719238613187,0.006415458322086749,4.8396989000300845,IRL
2009,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.6753246753,,,,,,,GRC
2009,Spain,120.8,1.65,3632.64,1.53,3373.02,0.13,259.62,25.79,14.7,0.09,11.0,10.87,0.02,1.06,61.8,44.91,0.0,0.0,2.7,6860.83,,,115776.0,1.35,102213.0,1653.88,2809.0,91540.0,,345.0,65.0,11651.0,85798.0,74982.0,61377.0,1474.0,944.19,51221.0,11642.0,7067.0,13605.0,4125.0,4318.0,2252.0,2910.0,6466.0,4350.0,2216.0,1544.0,590.0,0.0,184.0,728.0,135.0,638.0,0.0,-503.0,0.0,55706.0,49240.0,45025.0,29764.92,29205.77,557918.0,595054.0,364113.0,238058.0,47632.0,22957.0,55466.0,193804.0,12299.0,5785.0,0.0,175721.0,16005.0,15567.0,438.0,541913.0,-37152.0,349397.0,6973.0,508.0,48239.0,42838.0,0.08,14912.0,14367.0,11824.0,386.0,1.0,525.0,0.0,28.0,178.0,592.0,49.0,819.0,182.0,18.0,9585.0,9585.0,0.0,0.0,953.0,1886.0,0.0,89.4,0.0,0.0,133813.0,0.0,0.0,0.0,0.0,0.0,0.0,22090.0,6806368.045376999,569701.1,242990.0,42.65219077161691,0.004526935264825713,6.5105691923809355,ESP
2009,France,134.1,1.83,2936.86,1.68,2684.21,0.15,252.64,83.52,53.2,0.06,30.26,74.86,0.44,0.46,91.99,50.34,0.0,0.0,1.45,6371.44,,,139659.0,0.91,119459.0,1298.6,903.0,96324.0,,3972.0,584.0,3846.0,153089.0,101602.0,52228.0,9964.0,360.21,27463.0,3751.0,5503.0,49373.0,10220.0,6709.0,14617.0,17827.0,32988.0,18499.0,2876.0,9888.0,5734.0,0.0,1699.0,-1.0,2321.0,2264.0,56.0,0.0,0.0,65492.0,32504.0,16326.0,17746.92,9731.64,377131.0,383436.0,270707.0,32822.0,105915.0,70021.0,61950.0,106424.0,30255.0,4717.0,0.0,71452.0,163507.0,118714.0,44793.0,213624.0,-16224.0,350540.0,31180.0,-1808.0,48032.0,26569.0,0.07,27435.0,29135.0,25387.0,2509.0,29.0,1141.0,-107.0,18.0,1519.0,2349.0,22.0,3890.0,0.0,0.0,20715.0,20715.0,0.0,0.0,0.0,796.0,0.0,576.35,3.55,0.0,27819.0,0.0,0.0,0.0,0.0,0.0,0.0,48258.0,15478188.379516803,4030508.1599999997,1460287.08,36.230842911877396,0.0020721952836835348,14.805519734713233,FRA
2009,Italy,136.9,1.87,4054.62,1.48,3346.66,0.39,707.96,28.74,24.57,0.3,3.87,17.06,0.0,0.67,70.83,46.54,0.0,0.0,2.96,5886.68,,,156773.0,1.54,129122.0,1823.07,1667.0,112172.0,,1048.0,476.0,19921.0,101808.0,76666.0,61161.0,1978.0,789.78,50000.0,19908.0,5903.0,15506.0,2346.0,7650.0,1347.0,4163.0,14276.0,10866.0,6926.0,3609.0,331.0,0.0,2384.0,2030.0,773.0,1043.0,0.0,-270.0,0.0,93272.0,78996.0,68904.0,42293.56,46681.52,715122.0,674262.0,603735.0,395831.0,100641.0,52445.0,54818.0,111388.0,16086.0,9225.0,0.0,86077.0,14422.0,13552.0,871.0,700700.0,42141.0,302891.0,16999.0,2723.0,81008.0,64692.0,0.09,13166.0,13520.0,11422.0,7.0,0.0,204.0,0.0,0.0,668.0,1106.0,323.0,2097.0,0.0,0.0,10828.0,10828.0,0.0,0.0,1.0,330.0,0.0,232.3,656.06,0.0,306490.0,0.0,0.0,0.0,0.0,0.0,0.0,32521.282406142,8909728.491536925,934661.656352521,125857.36291176954,13.465553235908143,0.0030749094931482135,8.52251941751498,ITA
2009,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.85294117647,,,,,,,CYP
2009,Latvia,27.1,2.0,4105.32,1.46,3047.71,0.55,1057.61,51.82,28.92,0.09,22.82,20.71,0.0,2.17,23.64,14.63,0.0,0.0,0.53,5275.49,,,25672.0,0.81,16797.0,710.63,-91.0,13965.0,,783.0,903.0,8469.0,31562.0,22815.0,14791.0,479.0,527.55,10898.0,7824.0,1407.0,8024.0,2058.0,3929.0,659.0,1378.0,5137.0,3610.0,2561.0,207.0,842.0,0.0,219.0,-37.0,679.0,679.0,0.0,0.0,0.0,15122.0,9985.0,7055.0,4989.86,4749.67,74451.0,77798.0,49358.0,15909.0,10086.0,15411.0,7952.0,25092.0,2813.0,4192.0,0.0,18088.0,12778.0,9838.0,2940.0,61672.0,-707.0,60391.0,2276.0,-2861.0,11373.0,6154.0,0.08,12265.0,12521.0,7885.0,2.0,0.0,2496.0,2225.0,5.0,1663.0,1486.0,400.0,3549.0,836.0,251.0,2515.0,0.0,2515.0,0.0,0.0,2493.0,0.0,412.28,10.04,0.0,11379.0,0.0,0.0,0.0,0.0,0.0,0.0,8745.0,674942.7615315,453165.9,199560.9,44.037051331532226,0.011437312472099071,0.6456103344032583,LVA
2009,Lithuania,20.3,1.76,3918.77,1.53,3449.76,0.23,469.01,33.99,25.75,0.01,8.23,17.5,0.0,0.91,18.33,11.74,0.0,0.0,0.74,5105.67,,,22607.0,1.08,14285.0,779.25,379.0,11184.0,,352.0,436.0,6441.0,21029.0,14893.0,10301.0,1112.0,447.25,7501.0,6040.0,552.0,4592.0,1210.0,1994.0,117.0,1271.0,4155.0,1981.0,913.0,387.0,681.0,0.0,243.0,-205.0,3561.0,3645.0,0.0,-84.0,0.0,13791.0,9636.0,11216.0,5488.72,7363.47,86906.0,84152.0,65359.0,16828.0,13719.0,27853.0,6959.0,21547.0,2705.0,5028.0,0.0,13814.0,9874.0,6884.0,2990.0,77032.0,4890.0,68791.0,6808.0,2653.0,14445.0,5619.0,0.06,6077.0,6525.0,4987.0,5.0,0.0,218.0,0.0,1.0,53.0,1131.0,296.0,1480.0,6.0,47.0,2859.0,0.0,2859.0,0.0,0.0,1621.0,0.0,252.38,0.0,0.0,9400.0,0.0,0.0,0.0,0.0,0.0,0.0,18107.0,1085343.8249406002,615456.93,149020.61000000002,24.21300382465431,0.005522726017562269,1.038175723482753,LTU
2009,Luxembourg,215.0,1.76,3896.17,1.61,3564.56,0.15,331.61,95.52,51.57,0.04,43.91,46.41,0.02,0.1,115.76,52.76,0.0,0.0,1.6,7008.92,,,161541.0,0.82,126476.0,1092.62,2378.0,97862.0,,8672.0,447.0,12901.0,196316.0,119509.0,71577.0,10559.0,426.81,34727.0,12564.0,13663.0,47933.0,16518.0,10038.0,10097.0,11280.0,56540.0,20267.0,3398.0,10093.0,6776.0,0.0,1251.0,5361.0,8593.0,16330.0,0.0,-7736.0,0.0,98025.0,41485.0,29811.0,23530.58,18482.19,1120608.0,1113934.0,953329.0,495854.0,196342.0,211993.0,49140.0,167278.0,53570.0,7162.0,0.0,106546.0,195978.0,168779.0,27199.0,924629.0,8785.0,627274.0,62360.0,5820.0,82994.0,18281.0,0.02,55993.0,51882.0,26741.0,8.0,0.0,-170.0,-211.0,0.0,9248.0,12118.0,68.0,21434.0,1121.0,963.0,26522.0,26522.0,0.0,0.0,0.0,2003.0,0.0,4854.37,281.36,0.0,404894.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,215957.7216128,55783.68,25643.44,45.96943048576214,0.17123287671232876,0.20657238630286215,LUX
2009,Hungary,117.6,3.48,7649.17,1.02,2237.59,2.46,5411.58,93.52,68.44,0.21,24.86,68.95,1.9,1.9,67.8,41.18,0.0,0.0,1.28,6478.87,,,114420.0,0.85,76258.0,1124.78,2032.0,60759.0,,5614.0,195.0,24045.0,134696.0,97154.0,65598.0,4804.0,787.16,47755.0,23637.0,5102.0,31556.0,5105.0,13107.0,3873.0,9471.0,8930.0,28611.0,21190.0,4159.0,3262.0,0.0,754.0,-573.0,2564.0,2647.0,0.0,-83.0,0.0,47262.0,38332.0,12284.0,11025.01,10782.85,266306.0,262118.0,177018.0,45958.0,57690.0,39210.0,34160.0,89288.0,16162.0,21119.0,0.0,52007.0,57613.0,20640.0,36973.0,208693.0,18990.0,219754.0,20382.0,11452.0,22492.0,-11472.0,-0.04,29996.0,31323.0,24774.0,0.0,0.0,602.0,33.0,26.0,3943.0,87.0,418.0,4448.0,1460.0,151.0,14028.0,0.0,14028.0,0.0,0.0,9830.0,0.0,3097.05,0.0,0.0,25115.0,0.0,0.0,0.0,0.0,0.0,0.0,3718.7272727273,992155.9402854254,347775.3745454571,92447.56000000067,26.582549187339605,0.026888045228106703,0.9270144177165821,HUN
2009,Malta,166.2,2.55,8171.93,2.19,7105.81,0.36,1066.12,5.48,5.47,0.01,0.0,4.38,0.0,0.01,111.24,63.64,0.0,0.0,18.11,5587.55,,,192784.0,0.97,184218.0,1655.97,-12946.0,154693.0,,38.0,356.0,7701.0,199231.0,176288.0,150764.0,474.0,1334.78,138771.0,7336.0,6936.0,25524.0,8219.0,13838.0,984.0,2483.0,14555.0,8388.0,4765.0,481.0,3142.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,41501.0,26946.0,18558.0,10575.11,8487.47,1042811.0,1020350.0,961880.0,445312.0,327317.0,96700.0,92550.0,80931.0,46120.0,0.0,0.0,34811.0,83535.0,76406.0,7129.0,959276.0,-74.0,592008.0,43362.0,28807.0,45866.0,20446.0,0.02,25005.0,25076.0,22000.0,0.0,0.0,5606.0,5108.0,0.0,47.0,1072.0,1957.0,3076.0,0.0,0.0,16360.0,16360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106194.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,35203.57651800001,542.5200000000001,0.0,0.0,1.01010101010101,0.03289223161631894,MLT
2009,Netherlands,265.5,1.72,4052.02,1.55,3721.26,0.16,330.75,49.44,9.74,0.0,39.7,18.28,0.0,0.02,119.44,80.71000000000001,0.0,0.0,2.42,7836.71,,,220138.0,0.9500000000000002,199371.0,1669.19,-47.0,179183.0,,17744.0,99.0,1332.0,232218.0,144883.0,81555.0,6299.0,583.75,47716.0,1295.0,20502.0,63328.0,17485.0,10892.0,15854.0,19097.0,38651.0,48684.0,4662.0,11428.0,32594.0,0.0,3033.0,-475.0,-1407.0,164.0,0.0,-1571.0,0.0,100868.0,62217.0,12126.0,36235.38,7810.22,2600836.0,2344460.0,2416712.0,1958963.0,255001.0,132758.0,69990.0,184124.0,27093.0,964.0,0.0,156068.0,807848.0,763253.0,44595.0,1792988.0,190909.0,636739.0,93058.0,54407.0,50567.0,22725.0,0.01,25613.0,29121.0,27525.0,0.0,0.0,-123.0,-1462.0,0.0,2403.0,0.0,647.0,3050.0,10.0,14.0,23328.0,23328.0,0.0,0.0,0.0,2791.0,0.0,2543.51,601.45,0.0,1301914.0,0.0,0.0,0.0,0.0,0.0,0.0,17405.0,11008677.539660502,860503.2,690978.5,80.29935275080906,0.005745475438092503,10.285885902494464,
2009,Austria,52.8,1.66,3819.4,1.62,3740.48,0.04,78.91,30.24,6.65,0.01,23.58,7.5,0.02,0.07,28.84,16.79,0.0,0.0,1.03,6269.38,,,56758.0,1.05,40939.0,1419.7,634.0,30945.0,,13991.0,1625.0,2952.0,54051.0,34057.0,14229.0,755.0,429.73,8982.0,2561.0,3031.0,19828.0,6245.0,3815.0,3005.0,6762.0,16448.0,3546.0,521.0,1180.0,1844.0,0.0,673.0,2352.0,-391.0,2667.0,0.0,-3058.0,0.0,43918.0,27469.0,23532.0,16541.97,14496.18,468876.0,462379.0,391366.0,118347.0,186889.0,71101.0,15029.0,77510.0,11184.0,2595.0,0.0,63731.0,46938.0,36508.0,10429.0,421938.0,3490.0,346078.0,25726.0,9277.0,37618.0,15152.0,0.03,21217.0,19538.0,7402.0,2.0,0.0,812.0,-225.0,0.0,6410.0,4206.0,150.0,10767.0,840.0,402.0,6073.0,6073.0,0.0,0.0,0.0,326.0,0.0,1631.99,1965.95,0.0,14986.0,0.0,0.0,0.0,0.0,0.0,0.0,24382.0,2566519.7888564,737311.6799999999,574927.5599999999,77.97619047619048,0.004101386268558773,2.398010989018871,AUT
2009,Poland,27.2,1.77,3896.83,1.72,3781.1,0.05,115.74,19.72,12.58,0.01,7.13,5.09,0.07,0.11,20.91,13.85,0.0,0.0,1.74,4997.08,,,21239.0,1.13,17785.0,850.44,347.0,14264.0,,255.0,313.0,3767.0,18816.0,13945.0,9482.0,1665.0,321.36,5658.0,3464.0,872.0,4463.0,1423.0,1851.0,613.0,576.0,4066.0,806.0,257.0,226.0,322.0,0.0,180.0,-17.0,19.0,296.0,2.0,-279.0,0.0,12292.0,8226.0,7439.0,4644.24,4334.59,159750.0,157756.0,145778.0,74469.0,34822.0,26591.0,9896.0,13972.0,3526.0,4878.0,0.0,5568.0,9935.0,7513.0,2422.0,149815.0,1860.0,84856.0,4540.0,475.0,12182.0,7709.0,0.05,4998.0,5195.0,4028.0,0.0,0.0,0.0,0.0,0.0,250.0,655.0,162.0,1066.0,100.0,0.0,2310.0,0.0,2310.0,0.0,0.0,1669.0,0.0,116.66,41.59,0.0,68153.0,0.0,0.0,0.0,0.0,0.0,0.0,117638.90298902,8141736.4794749515,2319839.166943474,838765.3783117126,36.15618661257607,0.0008500589299896282,7.6071782622709945,POL
2009,Portugal,77.2,1.69,3241.62,1.47,2829.36,0.21,412.26,20.8,8.27,1.02,11.51,7.94,0.0,2.73,39.54,25.96,0.0,0.0,2.2,6849.49,,,63591.0,1.16,53668.0,1357.26,-502.0,49760.0,,631.0,413.0,8060.0,54660.0,45670.0,37322.0,2735.0,822.56,27729.0,7918.0,4692.0,8348.0,2507.0,3494.0,954.0,1394.0,5554.0,3436.0,1574.0,1337.0,525.0,0.0,213.0,-401.0,293.0,350.0,0.0,-57.0,0.0,29216.0,23662.0,20520.0,14006.14,13915.26,120400.0,120161.0,100772.0,40328.0,16713.0,20889.0,22843.0,19628.0,6629.0,5457.0,0.0,7542.0,11076.0,6818.0,4257.0,109325.0,-425.0,82395.0,5141.0,-413.0,26180.0,20878.0,0.17,11295.0,11910.0,9413.0,176.0,0.0,4178.0,3166.0,1.0,783.0,1670.0,2.0,2455.0,0.0,0.0,5083.0,5083.0,0.0,0.0,0.0,11.0,0.0,274.5,0.0,0.0,37459.0,0.0,0.0,0.0,0.0,0.0,0.0,7712.0,1371292.0082047998,160409.6,88765.12,55.33653846153845,0.012966804979253113,1.2812577246069519,PRT
2009,Romania,7.6,1.62,3900.6,1.51,3639.42,0.11,261.18,4.66,3.02,0.01,1.62,1.19,0.0,0.0,7.15,4.91,0.0,0.0,1.58,3653.0,,,8509.0,1.57,6004.0,839.65,251.0,4791.0,,19.0,838.0,1334.0,5419.0,4242.0,3023.0,184.0,358.03,1992.0,1231.0,429.0,1219.0,320.0,514.0,257.0,128.0,774.0,403.0,321.0,60.0,22.0,0.0,88.0,-8.0,0.0,0.0,0.0,0.0,0.0,5167.0,4393.0,3990.0,2709.2,2540.97,30154.0,27079.0,24666.0,6409.0,11183.0,4156.0,2917.0,5488.0,517.0,656.0,0.0,4315.0,145.0,109.0,36.0,30009.0,3151.0,22716.0,724.0,-50.0,3410.0,2737.0,0.09,900.0,995.0,967.0,0.0,0.0,120.0,111.0,3.0,7.0,17.0,0.0,23.0,5.0,0.0,327.0,0.0,327.0,0.0,0.0,520.0,0.0,4.73,0.0,0.0,3835.0,0.0,0.0,0.0,0.0,0.0,0.0,161951.72039522,2904803.3059043568,754695.0170417252,262361.78704025643,34.76394849785408,0.0006161429312501891,2.71408398202954,ROU
