Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2016","2016","t","5623","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2017","2017","t","5807","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2018","2018","t","6359","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2019","2019","t","8630","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2020","2020","t","9190","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22241.01","Butter of cow milk","2021","2021","t","9220","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2014","2014","t","3775.03","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2015","2015","t","3992.75","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2016","2016","t","4400.01","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2017","2017","t","4068.59","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2018","2018","t","4339.56","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2019","2019","t","5367.78","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2020","2020","t","5989.32","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22230.04","Buttermilk, dry","2021","2021","t","6351.84","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2004","2004","t","602.17","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2005","2005","t","587.21","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2006","2006","t","569.53","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2007","2007","t","520.39","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2008","2008","t","412.28","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2009","2009","t","427.89","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2010","2010","t","495.75","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2011","2011","t","498.97","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2012","2012","t","503.36","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2013","2013","t","467.75","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2014","2014","t","456.45","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2015","2015","t","462.13","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2016","2016","t","504.6","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2017","2017","t","475.42","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2018","2018","t","412.3","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2019","2019","t","388.55","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2020","2020","t","395","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22254","Cheese from milk of goats, fresh or processed","2021","2021","t","411.78","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2004","2004","t","201.2","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2005","2005","t","209.49","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2006","2006","t","148.55","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2007","2007","t","132.31","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2008","2008","t","112.84","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2009","2009","t","81.5","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2010","2010","t","104.66","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2011","2011","t","94.41","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2012","2012","t","99.82","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2013","2013","t","100.74","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2014","2014","t","97.51","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2015","2015","t","100.62","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2016","2016","t","95.49","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2017","2017","t","104.43","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2018","2018","t","92.54","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2019","2019","t","91.16","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2020","2020","t","92.89","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22253","Cheese from milk of sheep, fresh or processed","2021","2021","t","91.16","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2004","2004","t","25000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2005","2005","t","20000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2006","2006","t","20000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2007","2007","t","19500","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2008","2008","t","19500","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2009","2009","t","18200","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2010","2010","t","16900","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2011","2011","t","18200","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2012","2012","t","18200","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2013","2013","t","18200","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2014","2014","t","22160.7","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2015","2015","t","22023.98","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2016","2016","t","24263.76","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2017","2017","t","26574.63","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2018","2018","t","16096.09","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2019","2019","t","9145.02","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2020","2020","t","9774.53","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.02","Cheese from skimmed cow milk","2021","2021","t","10077.63","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2004","2004","t","80500","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2005","2005","t","80000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2006","2006","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2007","2007","t","72130","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2008","2008","t","72921","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2009","2009","t","75010","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2010","2010","t","71992","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2011","2011","t","64962","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2012","2012","t","72215","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2013","2013","t","67598","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2014","2014","t","74403","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2015","2015","t","80103","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2016","2016","t","80106","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2017","2017","t","87018","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2018","2018","t","83283","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2019","2019","t","85750","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2020","2020","t","93680","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22251.01","Cheese from whole cow milk","2021","2021","t","95100","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2004","2004","100 g/An","54131","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2004","2004","t","1894602","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2005","2005","100 g/An","55905","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2005","2005","t","1928739","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2006","2006","100 g/An","55212","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2006","2006","t","1844075","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2007","2007","100 g/An","57212","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2007","2007","t","1842233","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2008","2008","100 g/An","57158","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2008","2008","t","1840491","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2009","2009","100 g/An","54266","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2009","2009","t","1758219","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2010","2010","100 g/An","54003","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2010","2010","t","1684896","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2011","2011","100 g/An","55420","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2011","2011","t","1712478","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2012","2012","100 g/An","71938","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2012","2012","t","1812849","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2013","2013","100 g/An","69249","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2013","2013","t","1772762","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2014","2014","100 g/An","75176","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2014","2014","t","1871885","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2015","2015","100 g/An","76130","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2015","2015","t","1941326","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2016","2016","100 g/An","76729","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2016","2016","t","1918232","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2017","2017","100 g/An","80635","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2017","2017","t","1967496","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2018","2018","100 g/An","81541","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2018","2018","t","1948830","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2019","2019","100 g/An","80773","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2019","2019","t","1962780","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2020","2020","100 g/An","81684","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2020","2020","t","2014330","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2021","2021","100 g/An","74056","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2021","2021","t","2080230","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02211","Raw milk of cattle","2022","2022","100 g/An","73420","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02211","Raw milk of cattle","2022","2022","t","2040340","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2004","2004","100 g/An","3591","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2004","2004","t","4668","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2005","2005","100 g/An","4552","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2005","2005","t","4552","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2006","2006","100 g/An","2943","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2006","2006","t","4415","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2007","2007","100 g/An","2373","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2007","2007","t","4034","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2008","2008","100 g/An","2905","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2008","2008","t","3196","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2009","2009","100 g/An","2764","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2009","2009","t","3317","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2010","2010","100 g/An","2956","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2010","2010","t","3843","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2011","2011","100 g/An","2579","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2011","2011","t","3868","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2012","2012","100 g/An","2295","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2012","2012","t","3902","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2013","2013","100 g/An","1727","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2013","2013","t","3626","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2014","2014","100 g/An","2526","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2014","2014","t","3536","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2015","2015","100 g/An","2754","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2015","2015","t","3580","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2016","2016","100 g/An","3007","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2016","2016","t","3909","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2017","2017","100 g/An","2455","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2017","2017","t","3683","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2018","2018","100 g/An","937","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2018","2018","t","3280","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2019","2019","100 g/An","912","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2019","2019","t","3010","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2020","2020","100 g/An","1055","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2020","2020","t","3060","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2021","2021","100 g/An","979","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2021","2021","t","3190","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02292","Raw milk of goats","2022","2022","100 g/An","1077","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02292","Raw milk of goats","2022","2022","t","3060","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2004","2004","100 g/An","478","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2004","2004","t","3493","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2005","2005","100 g/An","325","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2005","2005","t","3637","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2006","2006","100 g/An","203","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2006","2006","t","2579","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2007","2007","100 g/An","294","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2007","2007","t","2297","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2008","2008","100 g/An","288","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2008","2008","t","1959","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2009","2009","100 g/An","308","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2009","2009","t","1415","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2010","2010","100 g/An","727","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2010","2010","t","1817","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2011","2011","100 g/An","304","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2011","2011","t","1639","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2012","2012","100 g/An","963","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2012","2012","t","1733","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2013","2013","100 g/An","795","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2013","2013","t","1749","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2014","2014","100 g/An","735","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2014","2014","t","1690","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2015","2015","100 g/An","1026","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2015","2015","t","1744","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2016","2016","100 g/An","1273","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2016","2016","t","1655","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2017","2017","100 g/An","953","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2017","2017","t","1810","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2018","2018","100 g/An","1650","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2018","2018","t","1650","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2019","2019","100 g/An","1436","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2019","2019","t","1580","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2020","2020","100 g/An","947","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2020","2020","t","1610","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2021","2021","100 g/An","840","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2021","2021","t","1580","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5420","Yield","02291","Raw milk of sheep","2022","2022","100 g/An","872","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","02291","Raw milk of sheep","2022","2022","t","1500","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2004","2004","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2005","2005","t","5000","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2006","2006","t","5000","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2007","2007","t","1000","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2008","2008","t","1000","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2009","2009","t","1000","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2010","2010","t","1000","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2011","2011","t","800","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2012","2012","t","800","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2013","2013","t","800","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2014","2014","t","1107.27","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2015","2015","t","1027.12","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2016","2016","t","1207.33","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2017","2017","t","1346.44","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2018","2018","t","1621.65","I","Imputed value",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","22212","Skim milk and whey powder","2019","2019","t","921.35","I","Imputed value",""
